"repo","level","compatLabel","minTrain","coversCurrent","manifestType","pkgName","engines","evidence"
"chen-001/dsh-chat-width","B","declared-deps","","false","none","@chen-001/dsh-chat-width","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh-client-locale@>=0.0.1-0, @deepseek-ai/dsh-client-runtime@>=0.0.1-0, @deepseek-ai/dsh-client-ui-slots@>=0.0.1-0, @deepseek-ai/cordis@^4.0.1-rc.1"
"william-jin-cmu/dsh-companion","C","unknown","","false","none","cetus","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"omdsh-dev/dsh-genui","A","0.1.0-rc.8+","0.1.0-rc.8","true","cordis.patch.yml","@changfenhuang/dsh-genui","{""node"":""^22.19.0 || >=24.0.0"",""pnpm"":"">=11.7.0 <12""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.8): @deepseek-ai/dsh-client-runtime@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-client-ui-input-trigger@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-client-ui-tool@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-invariants@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-llm@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-session@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/dsh-tools@^0.1.0-rc.8 || >=0.1.1-rc.0 <0.2.0, @deepseek-ai/cordis@^4.0.1"
"lhh010/dsh-input-history","B","declared-deps","","false","none","@dsh-external/dsh-input-history","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh-client-runtime@link:../test-lhh010/packages/client/runtime, @deepseek-ai/dsh-client-ui-conversation@link:../test-lhh010/packages/client/ui-conversation, @deepseek-ai/dsh-invariants@link:../test-lhh010/packages/runtime-diagnostics/invariants, @deepseek-ai/cordis@^4.0.1-rc.1"
"vlln/dsh-navbar","B","declared","","false","cordis.patch.yml","@vlln/dsh-navbar","{""node"":"">=22.19.0"",""dsh"":"">=0.1.0-rc.5""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"lhh010/dsh-paste-input","C","unknown","","false","none","@dsh-community/dsh-paste-input","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"gameswu/dsh-plugin-background","B","pkg-name","","false","package.json","dsh-plugin-background","","plugin-named package.json, signals=keywords"
"renat3u/tonghuashun-webui","C","unknown","","false","none","tonghuashun-harness","{""node"":"">=20.19.0""}","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"Small-tailqwq/dsh-deepcel","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"qyw233/dsh-deeplink","B","runtime-injected","","false","cordis.patch.yml","@dsh-community/dsh-deeplink","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"lehhair/dsh-diff-viewer","B","declared","","true","cordis.patch.yml","@dsh-external/dsh-diff-viewer","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-client-locale@link:../dsh2026/deepseek-harness/packages/client/locale, @deepseek-ai/dsh-client-runtime@link:../dsh2026/deepseek-harness/packages/client/runtime, @deepseek-ai/dsh-client-test-runtime@link:../dsh2026/deepseek-harness/packages/test-support/client-runtime, @deepseek-ai/dsh-client-ui-primitives@*, @deepseek-ai/dsh-client-ui-slots@*, @deepseek-ai/dsh-client-ui-layout@link:../dsh2026/deepseek-harness/packages/client/ui-layout, @deepseek-ai/dsh-client-ui-tool@link:../dsh2026/deepseek-harness/packages/client/ui-tool, @deepseek-ai/dsh-client-ui-conversation@link:../dsh2026/deepseek-harness/packages/client/ui-conversation"
"bill9109/dsh-drag-and-drop","B","runtime-injected","","false","cordis.patch.yml","dsh-drag-and-drop","{""node"":""^20.0.0 || >=22.0.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"LaplaceYoung/dsh-qq2006","B","declared-deps","","false","none","@dsh-external/dsh-qq2006","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@>=4.0.1, @deepseek-ai/dsh-client-ui-theme@>=0.0.1, @deepseek-ai/dsh-client-ui-slots@>=0.0.1, @deepseek-ai/dsh-settings@>=0.1.0-rc.7, @deepseek-ai/schemastery@>=3.16.0, @deepseek-ai/dsh-invariants@>=0.0.1-rc.1"
"dingyi222666/dsh-session-notification","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","@dingyi222666/dsh-session-notification","","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-connection@^0.1.1-rc.2, @deepseek-ai/dsh-client-locale@^0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-primitives@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@^0.1.1-rc.2, @deepseek-ai/dsh-invariants@^0.1.1-rc.2, @deepseek-ai/dsh-settings@^0.1.1-rc.2, @deepseek-ai/schemastery@^3.18.1"
"0xsline/dsh-spotlight","B","declared","","false","cordis.patch.yml","@0xsline/dsh-spotlight","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@^3.18.1"
"AdamPlatin123/dsh-ths-skin","C","unknown","","false","none","","","no manifest/deps at root; kind=skin; signals=readme-mentions-dsh"
"Small-tailqwq/dsh-tps","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","dsh-tps","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@4.0.1, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6"
"havingautism/dsh-ultra-ui","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@deepseek-ai/dsh-ultra-ui","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-tool@^0.1.0-rc.6, @deepseek-ai/dsh-invariants@^0.1.0-rc.6"
"bill9109/dsh-web-ui-notify","B","runtime-injected","","false","cordis.patch.yml","dsh-web-ui-notify","{""node"":""^20.0.0 || >=22.0.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"omdsh-dev/ex-setting","B","declared","","false","cordis.patch.yml","@deepseek-ai/dsh-ex-setting","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-api-remotes@^0.1.0-rc.0, @deepseek-ai/dsh-client-connection@^0.1.0-rc.0, @deepseek-ai/dsh-client-locale@^0.1.0-rc.0, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.0, @deepseek-ai/dsh-client-schema-form@^0.1.0-rc.0, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.0, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.0, @deepseek-ai/dsh-home-paths@^0.1.0-rc.0, @deepseek-ai/dsh-invariants@^0.1.0-rc.0, @deepseek-ai/dsh-settings@^0.1.0-rc.0, @deepseek-ai/dsh-settings-file@^0.1.0-rc.0, @deepseek-ai/dsh-host-apiproxy@^0.1.0-rc.0, @deepseek-ai/cordis@^4.0.1-0, @deepseek-ai/cordis-plugin-loader@^1.0.2, @deepseek-ai/cordis-plugin-include@^1.0.6, @deepseek-ai/dsh-agent-presets@^0.1.0-rc.0, @deepseek-ai/dsh-cordis-host-runner@^0.1.0-rc.0, @deepseek-ai/dsh-scope@^0.1.0-rc.0, @deepseek-ai/dsh-timeout@^0.1.0-rc.0, @deepseek-ai/dsh-llm@^0.1.0-rc.0, @deepseek-ai/dsh-agent@^0.1.0-rc.0, @deepseek-ai/dsh-commands@^0.1.0-rc.0, @deepseek-ai/dsh-session@^0.1.0-rc.0, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.0, @deepseek-ai/dsh-tools@^0.1.0-rc.0, @deepseek-ai/dsh-typert-protocol@^0.1.0-rc.0, @deepseek-ai/dsh-client-ui-commands@^0.1.0-rc.0, @deepseek-ai/dsh-client-ui-input-trigger@^0.1.0-rc.0, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.0, @deepseek-ai/dsh-goal@^0.1.0-rc.0, @deepseek-ai/dsh-jobs@^0.1.0-rc.0, @deepseek-ai/dsh-subagent@^0.1.0-rc.0, @deepseek-ai/dsh-skill@^0.1.0-rc.0, @deepseek-ai/dsh-workspace@^0.1.0-rc.0, @deepseek-ai/dsh-storage-domain@^0.1.0-rc.0, @deepseek-ai/dsh-api-gateway@^0.1.0-rc.0, @deepseek-ai/dsh-atomic-write@^0.1.0-rc.0, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.0, @deepseek-ai/dsh-client-web-react@^0.1.0-rc.0, @deepseek-ai/dsh-code-runtime@^0.1.0-rc.0, @deepseek-ai/dsh-host-plugin-inventory@^0.1.0-rc.0, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.0, @deepseek-ai/dsh-message-feedback@^0.1.0-rc.0, @deepseek-ai/dsh-storage@^0.1.0-rc.0, @deepseek-ai/dsh-typert-registry@^0.1.0-rc.0, @deepseek-ai/dsh-client-ui-attachment@^0.1.0-rc.0, @deepseek-ai/dsh-compaction@^0.1.0-rc.0, @deepseek-ai/dsh-session-stats@^0.1.0-rc.0, @deepseek-ai/dsh-token-meter@^0.1.0-rc.0"
"vlln/whale-girl","B","runtime-injected","","false","cordis.patch.yml","whale-girl","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"zwrong/pi-discuss-mode","D","not-a-plugin","","false","none","pi-discuss-mode","","catalog isDshPlugin=false, no manifest/deps"
"Anionex/dsh-turn-rewind","B","declared","","false","cordis.patch.yml","@anionex/dsh-turn-rewind","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"hellodigua/dsh-share","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-share","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@0.1.0-rc.6"
"Moeblack/dsh-message-edit","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-message-edit","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-agent-presets@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-query@^0.1.0-rc.6, @deepseek-ai/dsh-workspace@^0.1.0-rc.6"
"Zhenyu98/dsh-context-doctor","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-context-doctor","{""node"":"">=22.19""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6 || ^0.1.1-rc.1"
"omdsh-dev/dsh-session-health","B","0.0.1-rc.1+(inferred)","0.0.1-rc.1","true","cordis.patch.yml","@deepseek-ai/dsh-session-health","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-invariants@>=0.0.1-rc.1 <0.2.0, @deepseek-ai/dsh-tools@>=0.0.1-rc.1 <0.2.0"
"william-jin-cmu/dsh-evolve","B","declared","","false","cordis.patch.yml","@dsh-external/dsh-evolve","{""dsh"":"">=0.0.1""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-system-prompt@^0.0.1, @deepseek-ai/dsh-tools@^0.0.1, @deepseek-ai/cordis@^4.0.1-rc.1"
"csyangwen/dsh-memory-evolve","D","not-a-plugin","","false","none","dsh-memory-evolve","","catalog isDshPlugin=false, no manifest/deps"
"renat3u/dsh-web-archive","B","runtime-injected","","false","cordis.patch.yml","dsh-web-archive","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Moeblack/deepseek-manners","B","declared","","false","cordis.patch.yml","deepseek-manners","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.0, @deepseek-ai/schemastery@^3.0.0"
"vibeinging/dsh-agent-budget","B","0.0.1-rc.2+(inferred)","0.0.1-rc.2","false","cordis.patch.yml","@deepseek-ai/dsh-agent-budget","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@3.18.1-rc.1, @deepseek-ai/cordis@4.0.1-rc.1, @deepseek-ai/cordis-plugin-include@1.0.5-rc.1, @deepseek-ai/cordis-plugin-loader@1.0.1-rc.1, @deepseek-ai/dsh-agent@0.0.1-rc.2, @deepseek-ai/dsh-agent-loop@0.0.1-rc.2, @deepseek-ai/dsh-agent-loop-testkit@0.0.1-rc.2, @deepseek-ai/dsh-brand@0.0.1-rc.2, @deepseek-ai/dsh-commands@0.0.1-rc.2, @deepseek-ai/dsh-goal@0.0.1-rc.2, @deepseek-ai/dsh-invariants@0.0.1-rc.2, @deepseek-ai/dsh-llm@0.0.1-rc.2, @deepseek-ai/dsh-session@0.0.1-rc.2, @deepseek-ai/dsh-storage@0.0.1-rc.2, @deepseek-ai/dsh-storage-domain@0.0.1-rc.2, @deepseek-ai/dsh-storage-json@0.0.1-rc.2, @deepseek-ai/dsh-system-prompt@0.0.1-rc.2, @deepseek-ai/dsh-token-meter@0.0.1-rc.2, @deepseek-ai/dsh-tools@0.0.1-rc.2"
"bill9109/dsh-conversation-share","B","runtime-injected","","false","cordis.patch.yml","dsh-conversation-share","{""node"":""^20.0.0 || >=22.0.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"omdsh-dev/dsh-kb-sieve","B","declared","","false","cordis.patch.yml","@dsh-external/dsh-kb-sieve","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-tools@^0.0.1"
"zzh-newlearner/dsh-postmortem","B","0.1.1-rc.2+(declared-deps)","0.1.1-rc.2","true","none","@huichangzz/dsh-postmortem","{""node"":""^22.19.0 || >=24.0.0""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-commands@^0.1.1-rc.2, @deepseek-ai/dsh-llm@^0.1.1-rc.2, @deepseek-ai/dsh-session@^0.1.1-rc.2"
"Tieboyh/dsh-session-search","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","@dsh-external/dsh-session-search","{""dsh"":"">=0.0.1""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/cordis@^4.0.1"
"Buyi-wsgzg/dsh-sidechain","B","0.0.1-rc.5+(inferred)","0.0.1-rc.5","true","cordis.patch.yml","@dsh-external/dsh-sidechain","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@^3.18.1-rc.4, @deepseek-ai/cordis@^4.0.1-rc.4, @deepseek-ai/dsh-agent@0.0.1-rc.5 || 0.1.0-rc.6 || 0.1.0-rc.7 || 0.1.0-rc.8 || 0.1.1-rc.1 || 0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@0.1.1-rc.2, @deepseek-ai/dsh-client-ui-conversation@0.1.1-rc.2, @deepseek-ai/dsh-client-connection@0.1.1-rc.2, @deepseek-ai/dsh-client-locale@0.1.1-rc.2, @deepseek-ai/dsh-client-ui-primitives@0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@0.1.1-rc.2, @deepseek-ai/dsh-commands@0.0.1-rc.5 || 0.1.0-rc.6 || 0.1.0-rc.7 || 0.1.0-rc.8 || 0.1.1-rc.1 || 0.1.1-rc.2, @deepseek-ai/dsh-host-apiproxy@0.1.1-rc.2, @deepseek-ai/dsh-llm@0.0.1-rc.5 || 0.1.0-rc.6 || 0.1.0-rc.7 || 0.1.0-rc.8 || 0.1.1-rc.1 || 0.1.1-rc.2, @deepseek-ai/dsh-session@0.0.1-rc.5 || 0.1.0-rc.6 || 0.1.0-rc.7 || 0.1.0-rc.8 || 0.1.1-rc.1 || 0.1.1-rc.2, @deepseek-ai/dsh-subagent@0.0.1-rc.5 || 0.1.0-rc.6 || 0.1.0-rc.7 || 0.1.0-rc.8 || 0.1.1-rc.1 || 0.1.1-rc.2, @deepseek-ai/dsh-tools@0.0.1-rc.5 || 0.1.0-rc.6 || 0.1.0-rc.7 || 0.1.0-rc.8 || 0.1.1-rc.1 || 0.1.1-rc.2"
"ilharp/dsh-tool-approval","B","declared","","true","cordis.patch.yml","dsh-tool-approval","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@*, @deepseek-ai/dsh-agent@*, @deepseek-ai/dsh-agent-loop@*, @deepseek-ai/dsh-agent-loop-testkit@*, @deepseek-ai/dsh-invariants@*, @deepseek-ai/dsh-llm@*, @deepseek-ai/dsh-session@*, @deepseek-ai/dsh-tools@*, @deepseek-ai/dsh-user-approval@*, @deepseek-ai/cordis@*"
"vibeinging/dsh-turn-navigator","B","0.0.1-rc.2+(inferred)","0.0.1-rc.2","false","cordis.patch.yml","@deepseek-ai/dsh-turn-navigator","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@4.0.1-rc.1, @deepseek-ai/dsh-client-locale@0.0.1-rc.2, @deepseek-ai/dsh-client-runtime@0.0.1-rc.2, @deepseek-ai/dsh-client-ui-conversation@0.0.1-rc.2, @deepseek-ai/dsh-client-ui-slots@0.0.1-rc.2, @deepseek-ai/dsh-invariants@0.0.1-rc.2"
"whyihaveyou/dsh-suite","B","ok(maintainer)","","false","none","dsh-suite","{""node"":"">=22""}","maintainer-verified ok"
"Anionex/dsh-vision-toolkit","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@anionex/dsh-vision-toolkit","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-scope@0.1.0-rc.6, @deepseek-ai/dsh-subprocess-local@0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@0.1.0-rc.6, @deepseek-ai/dsh-tool-skill@0.1.0-rc.6, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-api-remotes@^0.1.0-rc.6, @deepseek-ai/dsh-attachment@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-input-trigger@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-tool@^0.1.0-rc.6, @deepseek-ai/dsh-credentials@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/dsh-skill@^0.1.0-rc.6, @deepseek-ai/dsh-storage-domain@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.1"
"good-boy4069/Deepseek-omnimodal","D","non-js-runtime","","false","none","","","language=Python, no JS plugin evidence"
"Anionex/dsh-computer-use","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@anionex/dsh-computer-use","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-api-remotes@^0.1.0-rc.6, @deepseek-ai/dsh-brand@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/dsh-skill@^0.1.0-rc.6, @deepseek-ai/dsh-storage-domain@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/dsh-user-approval@^0.1.0-rc.6, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.1"
"william-jin-cmu/dsh-vision","B","declared-deps","","false","none","@dsh-external/dsh-vision","{""dsh"":"">=0.0.1""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh-system-prompt@^0.0.1, @deepseek-ai/dsh-tools@^0.0.1, @deepseek-ai/cordis@^4.0.1-rc.1"
"liliMozi/openhanako","D","not-a-plugin","","false","none","hanako","{""node"":"">=24.12.0 <25""}","catalog isDshPlugin=false, no manifest/deps"
"exoharness/exo","D","not-a-plugin","","false","none","exo","","catalog isDshPlugin=false, no manifest/deps"
"SII-Holos/synergy","D","not-a-plugin","","false","none","synergy","","catalog isDshPlugin=false, no manifest/deps"
"firstintent/ccteam","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"aresbit/MateBot","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"btspoony/mstar-harness","C","unknown","","false","none","morning-star","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"icetomoyo/dsh_workflow","B","0.0.1-rc.2+(inferred)","0.0.1-rc.2","false","cordis.patch.yml","@dsh-external/workflow","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1-rc.1, @deepseek-ai/dsh-agent@^0.0.1-rc.2, @deepseek-ai/dsh-commands@^0.0.1-rc.2, @deepseek-ai/dsh-jobs@^0.0.1-rc.2, @deepseek-ai/dsh-llm@^0.0.1-rc.2, @deepseek-ai/dsh-session@^0.0.1-rc.2, @deepseek-ai/dsh-session-title@link:../test-icetomoyo/packages/session/session-title, @deepseek-ai/dsh-subagent@^0.0.1-rc.2, @deepseek-ai/dsh-system-prompt@^0.0.1-rc.2, @deepseek-ai/dsh-tools@^0.0.1-rc.2, @deepseek-ai/dsh-user-approval@^0.0.1-rc.2, @deepseek-ai/dsh-user-questions@^0.0.1-rc.2, @deepseek-ai/dsh-workflow@^0.0.1-rc.2, @deepseek-ai/schemastery@^3.18.1-rc.1"
"zzir/agents-go","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"LoserFox/distill","B","0.0.1-rc.1+(inferred)","0.0.1-rc.1","true","cordis.patch.yml","@loserfox/distill","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.0.1-rc.1, @deepseek-ai/dsh-session@^0.0.1-rc.1, @deepseek-ai/dsh-skill@^0.0.1-rc.1, @deepseek-ai/dsh-subagent@^0.0.1-rc.1, @deepseek-ai/dsh-timeout@^0.0.1-rc.1, @deepseek-ai/dsh-tools@^0.0.1-rc.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.1"
"NanmiCoder/dsh-agent-teams","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@nanmicoder/dsh-agent-teams","{""node"":""^22.19.0 || >=24""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1-rc.1, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-layout@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-commands@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-subagent@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/dsh-workspace@0.1.0-rc.8, @deepseek-ai/schemastery@^3.18.1-rc.1"
"titanwings/dsh-automation","B","runtime-injected","","false","cordis.patch.yml","@dsh-external/dsh-automation","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"vlln/dsh-loop","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@vlln/dsh-loop","{""node"":"">=22.19.0"",""dsh"":"">=0.1.0-rc.5""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"titanwings/dsh-plannotator","B","runtime-injected","","false","cordis.patch.yml","@dsh-external/dsh-plannotator","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
