"repo","level","compatLabel","minTrain","coversCurrent","manifestType","pkgName","engines","evidence"
"dhj-l/dsh-client-ui-question-history","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","dsh-client-ui-question-history","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-layout@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/cordis@^4.0.1"
"dhj-l/dsh-git-review","D","not-a-plugin","","false","none","git-review","","catalog isDshPlugin=false, no manifest/deps"
"TheYoungChen/dsh-plugin-market","B","declared","","true","cordis.patch.yml","dsh-plugin-market","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-api-remotes@*"
"TT-Wang/dsh-assembler","B","0.0.1-rc.1+(declared-deps)","0.0.1-rc.1","false","none","@dsh-external/dsh-assembler","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@^4.0.1-rc.1, @deepseek-ai/dsh-commands@^0.0.1-rc.1 || ^0.1.0-rc.1, @deepseek-ai/dsh-llm@^0.0.1-rc.1 || ^0.1.0-rc.1, @deepseek-ai/dsh-tools@^0.0.1-rc.1 || ^0.1.0-rc.1"
"Wanbinyu/dsh-billing","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","dsh-billing-community-bundle","{""node"":"">=22.19.0""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-attachment@0.1.1-rc.2, @deepseek-ai/dsh-brand@0.1.1-rc.2, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-invariants@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-llm@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-scope@0.1.1-rc.2, @deepseek-ai/dsh-session@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-session-projection@^0.1.0-rc.6 || ^0.1.1-rc.1, @deepseek-ai/dsh-timeout@0.1.1-rc.2, @deepseek-ai/dsh-typert-protocol@0.1.1-rc.2, @deepseek-ai/dsh-typert-registry@0.1.1-rc.2"
"oxygenaaaaa/dsh-desktop","C","unknown","","false","none","dsh-desktop","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"showlibia/dsh-plugin-installer","B","0.1.0-rc.6+(pkg-name)","0.1.0-rc.6","true","package.json","dsh-plugin-installer","{""node"":"">=20""}","plugin-named package.json, signals=@deepseek-ai/dsh-app-boot,@deepseek-ai/dsh-client-ui-primitives,@deepseek-ai/dsh-home-paths"
"niyongsheng/free-vision-skill","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","@niyongsheng/free-vision-skill","{""node"":"">=18""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"xiaoshihou514/dsh-desktop-pet","C","unknown","","false","none","dsh-desktop-pet","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"liguobao/dsh-desktop","B","0.1.1-rc.2+(declared-deps)","0.1.1-rc.2","true","none","dsh-desktop","{""node"":"">=22""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis-plugin-group@1.0.1, @deepseek-ai/dsh@0.1.1-rc.2, @deepseek-ai/dsh-anonymous-user-id@0.1.1-rc.2, @deepseek-ai/dsh-atomic-write@0.1.1-rc.2, @deepseek-ai/dsh-bash-local@0.1.1-rc.2, @deepseek-ai/dsh-code-runtime@0.1.1-rc.2, @deepseek-ai/dsh-compaction@0.1.1-rc.2, @deepseek-ai/dsh-fs@0.1.1-rc.2, @deepseek-ai/dsh-invariants@0.1.1-rc.2, @deepseek-ai/dsh-output-retention@0.1.1-rc.2, @deepseek-ai/dsh-sandbox@0.1.1-rc.2, @deepseek-ai/dsh-scope@0.1.1-rc.2, @deepseek-ai/dsh-session-telemetry@0.1.1-rc.2, @deepseek-ai/dsh-session-title-llm@0.1.1-rc.2, @deepseek-ai/dsh-shell@0.1.1-rc.2, @deepseek-ai/dsh-spill@0.1.1-rc.2, @deepseek-ai/dsh-subagent-in-process-driver@0.1.1-rc.2, @deepseek-ai/dsh-subprocess@0.1.1-rc.2, @deepseek-ai/dsh-timeout@0.1.1-rc.2, @deepseek-ai/dsh-workflow@0.1.1-rc.2"
"EvilIrving/dsh-repro","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-repro","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-commands@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-persistence@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6"
"flee42/dsh-desktop","C","unknown","","false","none","dsh-desktop","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"zhang66633/dsh-plugin-installer","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-plugin-installer","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-skill@^0.1.0-rc.6"
"YinFengWindy/dsh-plugin-shiori-role","B","declared-deps","","true","none","@deepseek-ai/dsh-plugin-shiori-role","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@*, @deepseek-ai/dsh-agent@*, @deepseek-ai/dsh-llm@*, @deepseek-ai/dsh-attachment@*, @deepseek-ai/dsh-compaction@*, @deepseek-ai/dsh-session@*, @deepseek-ai/dsh-scope@*, @deepseek-ai/dsh-storage-domain@*, @deepseek-ai/dsh-system-prompt@*, @deepseek-ai/dsh-tools@*, @deepseek-ai/dsh-typert-protocol@*, @deepseek-ai/dsh-api-remotes@*, @deepseek-ai/dsh-client-runtime@*, @deepseek-ai/dsh-client-locale@*, @deepseek-ai/dsh-client-ui-primitives@*, @deepseek-ai/dsh-client-ui-conversation@*, @deepseek-ai/dsh-client-ui-theme@*, @deepseek-ai/dsh-client-ui-settings-plugins@*, @deepseek-ai/dsh-client-ui-settings@*, @deepseek-ai/dsh-client-ui-slots@*, @deepseek-ai/dsh-workspace@*"
"EvilIrving/dsh-proof","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-proof","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-subagent@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"Elohia/dsh-plugin-mm-vision","B","runtime-injected","","false","cordis.patch.yml","dsh-plugin-mm-vision","{""node"":"">=18""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"t1yOS/t1y-skills","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"sb1733831438-maker/DSH-closerAI","C","unknown","","false","none","closerai","{""node"":"">=20.19.0""}","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"xlight/deepseek-visionary","D","non-js-runtime","","false","none","","","language=Rust, no JS plugin evidence"
"Ruler4396/dsh-launcher-lifetime","B","declared","","true","cordis.patch.yml","dsh-launcher-lifetime","{""node"":"">=22.19.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-client-runtime@*, @deepseek-ai/dsh-client-ui-slots@*, @deepseek-ai/dsh-client-ui-settings@*"
"white0dew/awesome-dsh-plugins","B","pkg-name","","false","package.json","awesome-dsh-plugins","","plugin-named package.json, signals=keywords"
"MoneShadow/DeepSeek-Harness-linux-","C","unknown","","false","none","dsh-desktop","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"Seryta/dsh-node-nav","B","runtime-injected","","false","cordis.patch.yml","dsh-node-nav","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Hyperionjust/Primordial-soup-","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"PerryLink/dsh-mcp-panel","A","0.1.0-rc.8+","0.1.0-rc.8","true","cordis.patch.yml","dsh-mcp-panel","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.8): @deepseek-ai/dsh-subprocess@0.1.1-rc.2, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/cordis-plugin-include@1.0.6, @deepseek-ai/cordis-plugin-loader@^1.0.2, @deepseek-ai/dsh-agent@0.1.1-rc.2, @deepseek-ai/dsh-app-boot@0.1.1-rc.2, @deepseek-ai/dsh-client-connection@0.1.1-rc.2, @deepseek-ai/dsh-client-locale@0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings@0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@0.1.1-rc.2, @deepseek-ai/dsh-cmdline@0.1.1-rc.2, @deepseek-ai/dsh-commands@>=0.1.0-rc.8 <0.2.0, @deepseek-ai/dsh-home-paths@0.1.1-rc.2, @deepseek-ai/dsh-jobs@>=0.1.0-rc.8 <0.2.0, @deepseek-ai/dsh-session@0.1.1-rc.2, @deepseek-ai/dsh-system-prompt@0.1.1-rc.2, @deepseek-ai/dsh-tools@>=0.1.0-rc.8 <0.2.0, @deepseek-ai/dsh-typert-protocol@>=0.1.0-rc.8 <0.2.0, @deepseek-ai/schemastery@^3.18.0"
"Ayase34/gal-view","B","runtime-injected","","false","cordis.patch.yml","gal-view","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"2303572348/deepseek-harness-memory","B","runtime-injected","","false","cordis.patch.yml","deepseek-harness-memory","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"LvienOeria/dsh-desktop-launcher","B","runtime-injected","","false","cordis.patch.yml","dsh-desktop-launcher","{""node"":"">=18.0.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"agent-plaza/agent-plaza","B","runtime-injected","","false","cordis.patch.yml","agent-plaza","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"JeremyGuo/dsh-custom-workspace","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-custom-workspace","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-invariants@^0.1.0-rc.6, @deepseek-ai/dsh-host-apiproxy@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6"
"Pheobe-Southwood/dsh-acp-paseo","C","unknown","","false","none","dsh-acp-paseo-root","{""node"":"">=22.19""}","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"TIZ36/evo-memory","B","0.1.0-rc.2+(inferred)","0.1.0-rc.2","true","cordis.patch.yml","evo","{""node"":"">=22.19.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-agent@>=0.1.0-rc.2 <0.2.0, @deepseek-ai/dsh-llm@>=0.1.0-rc.2 <0.2.0, @deepseek-ai/dsh-session@>=0.1.0-rc.2 <0.2.0, @deepseek-ai/dsh-system-prompt@>=0.1.0-rc.2 <0.2.0"
"oslook/awesome-dsh-plugins","C","unknown","","false","none","","","no manifest/deps at root; kind=list/market; signals=readme-mentions-dsh"
"Jesse-njx/dsh-plugin-manager","B","pkg-name","","false","package.json","dsh-plugin-manager","","plugin-named package.json, signals=keywords"
"ophielel/dsh-devkit","C","unknown","","false","none","deepseek-forge-workspace","{""node"":""^22.19.0 || >=24.0.0""}","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"Miku196/dsh-tokensave","B","declared-deps","","false","none","dsh-tokensaver","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/schemastery@^3.18.1"
"kuailexiaozixin/tkinter-desktop","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"fishlikewater/dsh-mcp-manager","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@fishlikewater/dsh-mcp-manager","{""node"":"">=18""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-mcp-client@^0.1.0-rc.6"
"wenliang9527/dsh-workspace","B","declared-deps","","true","none","deepseekh","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh@latest"
"acefun29/dsh-file-mount","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-file-mount","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.0-rc.5, @deepseek-ai/dsh-agent-loop@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.5, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.5, @deepseek-ai/dsh-fs@^0.1.0-rc.6, @deepseek-ai/dsh-fs-local@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.5, @deepseek-ai/dsh-session@^0.1.0-rc.5, @deepseek-ai/dsh-session-persistence@^0.1.0-rc.6, @deepseek-ai/dsh-session-persistence-jsonl@^0.1.0-rc.6, @deepseek-ai/dsh-session-query@^0.1.0-rc.5, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tool-fs@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.5, @deepseek-ai/schemastery@^3.18.1"
"flymysql/dsh-memory","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-memory-vault","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-storage-domain@^0.1.0-rc.6, @deepseek-ai/dsh-storage@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/cordis@^4.0.1"
"H1a3x/dsh-prompt-inject","B","declared-deps","","false","none","dsh-prompt-inject","{""node"":"">=18""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.0"
"Scotlight/dsh-win-computer-use","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"andiven/dsh-messaging","B","declared","","true","cordis.patch.yml","@dsh-messaging/messaging","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@*, @deepseek-ai/dsh-agent@*, @deepseek-ai/dsh-llm@*, @deepseek-ai/dsh-session@*, @deepseek-ai/schemastery@*"
"MysaDC/dsh-plugin-description","B","runtime-injected","","false","cordis.patch.yml","dsh-plugin-description","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"unitarylab/quantum-practices","B","0.0.1-rc.1+(inferred)","0.0.1-rc.1","true","cordis.patch.yml","dsh-unitarylab-quantum-practices","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@>=0.0.1-rc.1 <0.2.0"
"KeLearns/dsh-update-checker","C","unknown","","false","none","@keLearns/dsh-update-checker","","no manifest/deps at root; kind=docs; signals=readme-mentions-dsh"
"fanshong/dsh-docker-sidebar","C","unknown","","false","none","dsh-docker-sidebar","","no manifest/deps at root; kind=docs; signals=keyword-plugin,readme-mentions-dsh"
"wenliang9527/dsh-one-click-launcher","C","unknown","","false","none","","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"hellosz/dsh-ntfy","C","unknown","","false","none","dsh-ntfy","","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"EvilIrving/dsh-context-proxy","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-context-proxy","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-query@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"YOLO-LZL/dsh-ssh-plugin","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-ssh-plugin","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-api-remotes@^0.1.0-rc.6, @deepseek-ai/dsh-base@^0.1.0-rc.6, @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"fountunt/dsh-session-cleaner","B","declared","","false","cordis.patch.yml","dsh-session-cleaner","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"Sanqi-normal/dsh-webui-market-plugin","B","0.0.1-rc.2+(inferred)","0.0.1-rc.2","true","cordis.patch.yml","@sanqi-normal/dsh-webui-market-plugin","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1-rc.1, @deepseek-ai/dsh-client-runtime@>=0.0.1-rc.2 <0.2.0-0 || >=0.1.0-rc.2 <0.2.0-0, @deepseek-ai/dsh-client-ui-slots@>=0.0.1-rc.2 <0.2.0-0 || >=0.1.0-rc.2 <0.2.0-0"
"2436238575/dsh-turn-diff","B","declared","","true","cordis.patch.yml","dsh-turn-diff","{""node"":"">=22""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@*, @deepseek-ai/dsh-client-connection@*, @deepseek-ai/dsh-client-locale@*, @deepseek-ai/dsh-client-runtime@*, @deepseek-ai/dsh-client-ui-conversation@*, @deepseek-ai/dsh-client-ui-slots@*, @deepseek-ai/dsh-client-ui-primitives@*"
"zhangzheng25/dsh-minimal-desktop","D","non-js-runtime","","false","none","","","language=C#, no JS plugin evidence"
"houyongsheng/deepseek-harness-molt","D","non-js-runtime","","false","none","","","language=Python, no JS plugin evidence"
"inmny/dsh-git-bash","B","0.1.0-rc.7+(inferred)","0.1.0-rc.7","false","cordis.patch.yml","dsh-plugin-git-bash","{""node"":"">=24""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@3.18.1, @deepseek-ai/cordis@4.0.1, @deepseek-ai/dsh-agent@0.1.0-rc.7, @deepseek-ai/dsh-bash-local@0.1.0-rc.7, @deepseek-ai/dsh-sandbox@0.1.0-rc.7, @deepseek-ai/dsh-sandbox-local@0.1.0-rc.7, @deepseek-ai/dsh-sandbox-policy@0.1.0-rc.7, @deepseek-ai/dsh-sandbox-windows-acl@0.1.0-rc.7, @deepseek-ai/dsh-shell@0.1.0-rc.7, @deepseek-ai/dsh-subprocess-local@0.1.0-rc.7, @deepseek-ai/dsh-system-prompt@0.1.0-rc.7, @deepseek-ai/dsh-tools@0.1.0-rc.7"
"Da1dr1em/dsh-ego-browser","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@deepseek-ai/dsh-ego-browser","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"MoonShadow1976/chiral-pulse","B","declared","","false","cordis.patch.yml","chiral-pulse","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@workspace:^, @deepseek-ai/dsh-client-locale@workspace:^, @deepseek-ai/dsh-client-runtime@workspace:^, @deepseek-ai/dsh-client-ui-conversation@workspace:^, @deepseek-ai/dsh-client-ui-slots@workspace:^, @deepseek-ai/dsh-session-stats@workspace:^"
"Arnoldkevin/prismrelay-mcp","B","runtime-injected","","false","cordis.patch.yml","prismrelay-mcp","{""node"":"">=18""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"studyzy/dsh-lazy-tools","B","0.1.0-rc.6+(inferred)","0.1.0-rc.6","false","cordis.patch.yml","@deepseek-ai/dsh-lazy-tools","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@3.18.1-rc.1, @deepseek-ai/cordis@4.0.1, @deepseek-ai/dsh-agent@0.1.0-rc.6, @deepseek-ai/dsh-agent-loop@0.1.0-rc.6, @deepseek-ai/dsh-agent-loop-testkit@0.1.0-rc.6, @deepseek-ai/dsh-llm@0.1.0-rc.6, @deepseek-ai/dsh-scope@0.1.0-rc.6, @deepseek-ai/dsh-session@0.1.0-rc.6, @deepseek-ai/dsh-tools@0.1.0-rc.6"
"sleepinginsummer/dsh-fff","B","runtime-injected","","false","cordis.patch.yml","dsh-fff","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"wenliang9527/dsh-eye","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"greatwhitesharklab/dsh-plugin-subagent-manager","B","pkg-name","","false","package.json","dsh-plugin-subagent-manager","","plugin-named package.json, signals=keywords"
"xDer666/dsh-mobile-nav","B","runtime-injected","","false","cordis.patch.yml","dsh-mobile-nav","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"sleepinginsummer/dsh-rtk-optimizer","B","runtime-injected","","false","cordis.patch.yml","dsh-rtk-optimizer","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"realchenwenqiao/dash","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@realchenwenqiao/dash","{""node"":"">=22""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-agent-default-model@^0.1.0-rc.6, @deepseek-ai/dsh-cmdline@^0.1.0-rc.6, @deepseek-ai/dsh-code-runtime-worker-thread@^0.1.0-rc.6, @deepseek-ai/dsh-commands@^0.1.0-rc.6, @deepseek-ai/dsh-compaction@^0.1.0-rc.6, @deepseek-ai/dsh-credentials@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-plan-mode@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-query@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/cordis-plugin-loader@^1.0.2, @deepseek-ai/dsh-invariants@^0.1.0-rc.6"
"tc206107/dsh-open-ecosystem","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"AmethystLuna/logicprobe","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-logicprobe","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-cordis-host-runner@^0.1.0-rc.6, @deepseek-ai/dsh-home-paths@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-scope@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-skill@^0.1.0-rc.6, @deepseek-ai/dsh-skill-filesystem@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-timeout@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6"
"Loner1024/deepseek-harness-sdk-rs","D","non-js-runtime","","false","none","","","language=Rust, no JS plugin evidence"
"nexu-io/open-design","C","unknown","","false","none","open-design","{""node"":""~24"",""pnpm"":"">=10.33.2 <11""}","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"imsai-sh/zhuzhiliao","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"xyTom/coding-tools-mcp","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"labring/sealos-skills","B","runtime-injected","","false","cordis.patch.yml","sealos","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"dqsjqian/Aria","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"dqsjqian/agent-guild","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"LQ-1123/paste-to-workspace","B","runtime-injected","","false","cordis.patch.yml","@dsh-user/paste-to-workspace","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"xuanyvne/DSHLauncher","D","non-js-runtime","","false","none","","","language=C#, no JS plugin evidence"
"TrueHOOHA/dsh-plugin-dev-skill","C","unknown","","false","none","","","no manifest/deps at root; kind=skill; signals=readme-mentions-dsh"
"pig1et7/DeepSeek-Harness-Desktop","C","unknown","","false","none","dsh-desktop","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
